protein_idx	protein_id	uniprot_accession	gene_symbol	status
13392	pdb:5fqt	P03372	ESR1	pdb→sifts→uniprot
13393	pdb:5fqv	P03372	ESR1	pdb→sifts→uniprot
13394	pdb:5fs5	P08191	fimH	pdb→sifts→uniprot
13395	pdb:5fsb	B0CZL6		pdb→sifts→uniprot
13396	pdb:5fsc	B0CZL6		pdb→sifts→uniprot
13397	pdb:5fsl	P36639	NUDT1	pdb→sifts→uniprot
13398	pdb:5fsn	P36639	NUDT1	pdb→sifts→uniprot
13399	pdb:5fso	P36639	NUDT1	pdb→sifts→uniprot
13400	pdb:4zyx	P22102	GART	pdb→sifts→uniprot
13401	pdb:4zyy	P22102	GART	pdb→sifts→uniprot
13402	pdb:4zyz	P22102	GART	pdb→sifts→uniprot
13403	pdb:4zz0	P22102	GART	pdb→sifts→uniprot
13404	pdb:4zz1	P22102	GART	pdb→sifts→uniprot
13405	pdb:4zz2	P22102	GART	pdb→sifts→uniprot
13406	pdb:4zz3	P22102	GART	pdb→sifts→uniprot
13407	pdb:4zzd	A2RI36		pdb→sifts→uniprot
13408	pdb:4zzx	Q9UGN5	PARP2	pdb→sifts→uniprot
13409	pdb:4zzy	Q9UGN5	PARP2	pdb→sifts→uniprot
13410	pdb:4zzz	P09874	PARP1	pdb→sifts→uniprot
13411	pdb:5a00	P09874	PARP1	pdb→sifts→uniprot
13412	pdb:5a09	P08246	ELANE	pdb→sifts→uniprot
13413	pdb:5a0a	P08246	ELANE	pdb→sifts→uniprot
13414	pdb:5a0b	P08246	ELANE	pdb→sifts→uniprot
13415	pdb:5a0c	P08246	ELANE	pdb→sifts→uniprot
13416	pdb:5a0e	P30405	PPIF	pdb→sifts→uniprot
13417	pdb:5a14	P24941	CDK2	pdb→sifts→uniprot
13418	pdb:5a1f	Q9UGL1	KDM5B	pdb→sifts→uniprot
13419	pdb:5a2i	P01727		pdb→sifts→uniprot
13420	pdb:5a2j	P01727		pdb→sifts→uniprot
13421	pdb:5a2k	P01727		pdb→sifts→uniprot
13422	pdb:5a2s	P56524	HDAC4	pdb→sifts→uniprot
13423	pdb:5a3h	O85465	cel5A	pdb→sifts→uniprot
13424	pdb:5a3n	Q9UGL1	KDM5B	pdb→sifts→uniprot
13425	pdb:5a3o	Q9HYN5	lecB	pdb→sifts→uniprot
13426	pdb:5a3q	P04191	ATP2A1	pdb→sifts→uniprot
13427	pdb:5a3r	P04191	ATP2A1	pdb→sifts→uniprot
13428	pdb:5a3s	P04191	ATP2A1	pdb→sifts→uniprot
13429	pdb:5a3t	Q9UGL1	KDM5B	pdb→sifts→uniprot
13430	pdb:5a3u	Q9GZT9	EGLN1	pdb→sifts→uniprot
13431	pdb:5a3w	Q9UGL1	KDM5B	pdb→sifts→uniprot
13432	pdb:5a3x	Q13627	DYRK1A	pdb→sifts→uniprot
13433	pdb:5a46	P11362	FGFR1	pdb→sifts→uniprot
13434	pdb:5a4c	P11362	FGFR1	pdb→sifts→uniprot
13435	pdb:5a4e	Q13627	DYRK1A	pdb→sifts→uniprot
13436	pdb:5a4l	Q13627	DYRK1A	pdb→sifts→uniprot
13437	pdb:5a4q	Q13627	DYRK1A	pdb→sifts→uniprot
13438	pdb:5a4t	Q13627	DYRK1A	pdb→sifts→uniprot
13439	pdb:5a54	Q13627	DYRK1A	pdb→sifts→uniprot
13440	pdb:5a5d	Q0P8Q4	ceuE	pdb→sifts→uniprot
13441	pdb:5a5p	Q6PL18	ATAD2	pdb→sifts→uniprot
13442	pdb:5a5q	Q6PL18	ATAD2	pdb→sifts→uniprot
13443	pdb:5a5r	Q6PL18	ATAD2	pdb→sifts→uniprot
13444	pdb:5a5s	O60885	BRD4	pdb→sifts→uniprot
13445	pdb:5a5v	Q0P8Q4	ceuE	pdb→sifts→uniprot
13446	pdb:5a5z	C7C422	blaNDM-1	pdb→sifts→uniprot
13447	pdb:5a69	A0A0H2US73		pdb→sifts→uniprot
13448	pdb:5a6a	A0A0H2US73		pdb→sifts→uniprot
13449	pdb:5a6b	A0A0H2US73		pdb→sifts→uniprot
13450	pdb:5a6h	P00918	CA2	pdb→sifts→uniprot
13451	pdb:5a6i	P02766	TTR	pdb→sifts→uniprot
13452	pdb:5a6k	A0A0H2US73		pdb→sifts→uniprot
13453	pdb:5a6n	O43293	DAPK3	pdb→sifts→uniprot
13454	pdb:5a6x	A0A0H2ZE85	lecB	pdb→sifts→uniprot
13455	pdb:5a7b	P04637	TP53	pdb→sifts→uniprot
13456	pdb:5a7c	Q15059	BRD3	pdb→sifts→uniprot
13457	pdb:5a7i	P32019	INPP5B	pdb→sifts→uniprot
13458	pdb:5a7j	P32019	INPP5B	pdb→sifts→uniprot
13459	pdb:5a7y	Q4J894		pdb→sifts→uniprot
13460	pdb:5a81	Q6PL18	ATAD2	pdb→sifts→uniprot
13461	pdb:5a82	Q6PL18	ATAD2	pdb→sifts→uniprot
13462	pdb:5a83	Q6PL18	ATAD2	pdb→sifts→uniprot
13463	pdb:5a85	O60885	BRD4	pdb→sifts→uniprot
13464	pdb:5a8x	P08246	ELANE	pdb→sifts→uniprot
13465	pdb:5a8y	P08246	ELANE	pdb→sifts→uniprot
13466	pdb:5a8z	P08246	ELANE	pdb→sifts→uniprot
13467	pdb:5a9u	Q9UM73	ALK	pdb→sifts→uniprot
13468	pdb:5aa8	Q9UM73	ALK	pdb→sifts→uniprot
13469	pdb:5aa9	Q9UM73	ALK	pdb→sifts→uniprot
13470	pdb:5aaa	Q9UM73	ALK	pdb→sifts→uniprot
13471	pdb:5aab	Q9UM73	ALK	pdb→sifts→uniprot
13472	pdb:5aac	Q9UM73	ALK	pdb→sifts→uniprot
13473	pdb:5aad	O14965	AURKA	pdb→sifts→uniprot
13474	pdb:5aae	O14965	AURKA	pdb→sifts→uniprot
13475	pdb:5aaf	O14965	AURKA	pdb→sifts→uniprot
13476	pdb:5aag	O14965	AURKA	pdb→sifts→uniprot
13477	pdb:5aan	Q9VWX8	Frq2	pdb→sifts→uniprot
13478	pdb:5ab0	Q6P179	ERAP2	pdb→sifts→uniprot
13479	pdb:5ab9	P04637	TP53	pdb→sifts→uniprot
13480	pdb:5aba	P04637	TP53	pdb→sifts→uniprot
13481	pdb:5abe	Q89ZI2		pdb→sifts→uniprot
13482	pdb:5abf	Q89ZI2		pdb→sifts→uniprot
13483	pdb:5abg	Q89ZI2		pdb→sifts→uniprot
13484	pdb:5abh	Q89ZI2		pdb→sifts→uniprot
13485	pdb:5abp	P02924	araF	pdb→sifts→uniprot
13486	pdb:5abw	P08246	ELANE	pdb→sifts→uniprot
13487	pdb:5acb	Q9NYV4	CDK12	pdb→sifts→uniprot
13488	pdb:5acw	Q9K2N0	blaVIM-2	pdb→sifts→uniprot
13489	pdb:5acx	Q9K2N0	blaVIM-2	pdb→sifts→uniprot
13490	pdb:5acy	O60885	BRD4	pdb→sifts→uniprot
13491	pdb:5ad1	Q0P8Q4	ceuE	pdb→sifts→uniprot
13492	pdb:5adq	Q9H2K2	TNKS2	pdb→sifts→uniprot
13493	pdb:5adr	Q9H2K2	TNKS2	pdb→sifts→uniprot
13494	pdb:5ads	Q9H2K2	TNKS2	pdb→sifts→uniprot
13495	pdb:5adt	Q9H2K2	TNKS2	pdb→sifts→uniprot
13496	pdb:5aeh	Q9H2K2	TNKS2	pdb→sifts→uniprot
13497	pdb:5aei			pdb_not_in_sifts
13498	pdb:5ael	Q86C09		pdb→sifts→uniprot
13499	pdb:5aen	P09960	LTA4H	pdb→sifts→uniprot
13500	pdb:5aep	O60674	JAK2	pdb→sifts→uniprot
13501	pdb:5aer	P62168	Ncs1	pdb→sifts→uniprot
13502	pdb:5aes	P60487	Pdxp	pdb→sifts→uniprot
13503	pdb:5afj	P58154		pdb→sifts→uniprot
13504	pdb:5afk	P58154		pdb→sifts→uniprot
13505	pdb:5afl	P58154		pdb→sifts→uniprot
13506	pdb:5afm	P58154		pdb→sifts→uniprot
13507	pdb:5afn	P58154		pdb→sifts→uniprot
13508	pdb:5afv	P35790	CHKA	pdb→sifts→uniprot
13509	pdb:5afx	Q86C09		pdb→sifts→uniprot
13510	pdb:5agi			pdb_not_in_sifts
13511	pdb:5agj			pdb_not_in_sifts
13512	pdb:5agr	P9WFV1	leuS	pdb→sifts→uniprot
13513	pdb:5ags	P9WFV1	leuS	pdb→sifts→uniprot
13514	pdb:5agt	P9WFV1	leuS	pdb→sifts→uniprot
13515	pdb:5agu	P9WNU1	dnaN	pdb→sifts→uniprot
13516	pdb:5agv	P9WNU1	dnaN	pdb→sifts→uniprot
13517	pdb:5ah2	A0QND6	dnaN	pdb→sifts→uniprot
13518	pdb:5ahj	P21242	PRE10	pdb→sifts→uniprot
13519	pdb:5ahu	Q86C09		pdb→sifts→uniprot
13520	pdb:5ahw	A0QYW6		pdb→sifts→uniprot
13521	pdb:5ai0	P34913	EPHX2	pdb→sifts→uniprot
13522	pdb:5ai1	P07445	ksi	pdb→sifts→uniprot
13523	pdb:5ai4	P34913	EPHX2	pdb→sifts→uniprot
13524	pdb:5ai5	P34913	EPHX2	pdb→sifts→uniprot
13525	pdb:5ai6	P34913	EPHX2	pdb→sifts→uniprot
13526	pdb:5ai8	P34913	EPHX2	pdb→sifts→uniprot
13527	pdb:5ai9	P34913	EPHX2	pdb→sifts→uniprot
13528	pdb:5aia	P34913	EPHX2	pdb→sifts→uniprot
13529	pdb:5aib	P34913	EPHX2	pdb→sifts→uniprot
13530	pdb:5aic	P34913	EPHX2	pdb→sifts→uniprot
13531	pdb:5aip	Q7DD70		pdb→sifts→uniprot
13532	pdb:5ais	O60760	HPGDS	pdb→sifts→uniprot
13533	pdb:5aiv	O60760	HPGDS	pdb→sifts→uniprot
13534	pdb:5aix	O60760	HPGDS	pdb→sifts→uniprot
13535	pdb:5ajc	A0A0S4TLR1		pdb→sifts→uniprot
13536	pdb:5ajo	Q10471	GALNT2	pdb→sifts→uniprot
13537	pdb:5ajp	Q10471	GALNT2	pdb→sifts→uniprot
13538	pdb:5ajv	Q16875	PFKFB3	pdb→sifts→uniprot
13539	pdb:5ajw	Q16875	PFKFB3	pdb→sifts→uniprot
13540	pdb:5ajx	Q16875	PFKFB3	pdb→sifts→uniprot
13541	pdb:5ajy	Q16875	PFKFB3	pdb→sifts→uniprot
13542	pdb:5ajz	Q16875	PFKFB3	pdb→sifts→uniprot
13543	pdb:5ak0	Q16875	PFKFB3	pdb→sifts→uniprot
13544	pdb:5ak2	P03372	ESR1	pdb→sifts→uniprot
13545	pdb:5ak3	P34913	EPHX2	pdb→sifts→uniprot
13546	pdb:5ak4	P34913	EPHX2	pdb→sifts→uniprot
13547	pdb:5ak5	P34913	EPHX2	pdb→sifts→uniprot
13548	pdb:5ak6	P34913	EPHX2	pdb→sifts→uniprot
13549	pdb:5ake	P34913	EPHX2	pdb→sifts→uniprot
13550	pdb:5akg	P34913	EPHX2	pdb→sifts→uniprot
13551	pdb:5akh	P34913	EPHX2	pdb→sifts→uniprot
13552	pdb:5aki	P34913	EPHX2	pdb→sifts→uniprot
13553	pdb:5akj	P34913	EPHX2	pdb→sifts→uniprot
13554	pdb:5akk	P34913	EPHX2	pdb→sifts→uniprot
13555	pdb:5akl	P34913	EPHX2	pdb→sifts→uniprot
13556	pdb:5aku	Q9H2K2	TNKS2	pdb→sifts→uniprot
13557	pdb:5akw	Q9H2K2	TNKS2	pdb→sifts→uniprot
13558	pdb:5akz	P34913	EPHX2	pdb→sifts→uniprot
13559	pdb:5al1	Q9H2K2	TNKS2	pdb→sifts→uniprot
13560	pdb:5al2	Q9H2K2	TNKS2	pdb→sifts→uniprot
13561	pdb:5al3	Q9H2K2	TNKS2	pdb→sifts→uniprot
13562	pdb:5al4	Q9H2K2	TNKS2	pdb→sifts→uniprot
13563	pdb:5al5	Q9H2K2	TNKS2	pdb→sifts→uniprot
13564	pdb:5alb			pdb_not_in_sifts
13565	pdb:5alc			pdb_not_in_sifts
13566	pdb:5ald	P34913	EPHX2	pdb→sifts→uniprot
13567	pdb:5ale	P34913	EPHX2	pdb→sifts→uniprot
13568	pdb:5alf	P34913	EPHX2	pdb→sifts→uniprot
13569	pdb:5alg	P34913	EPHX2	pdb→sifts→uniprot
13570	pdb:5alh	P34913	EPHX2	pdb→sifts→uniprot
13571	pdb:5ali	P34913	EPHX2	pdb→sifts→uniprot
13572	pdb:5alj	P34913	EPHX2	pdb→sifts→uniprot
13573	pdb:5alk	P34913	EPHX2	pdb→sifts→uniprot
13574	pdb:5all	P34913	EPHX2	pdb→sifts→uniprot
13575	pdb:5alm	P34913	EPHX2	pdb→sifts→uniprot
13576	pdb:5aln	P34913	EPHX2	pdb→sifts→uniprot
13577	pdb:5alo	P34913	EPHX2	pdb→sifts→uniprot
13578	pdb:5alp	P34913	EPHX2	pdb→sifts→uniprot
13579	pdb:5alr	P34913	EPHX2	pdb→sifts→uniprot
13580	pdb:5als	P34913	EPHX2	pdb→sifts→uniprot
13581	pdb:5alt	P34913	EPHX2	pdb→sifts→uniprot
13582	pdb:5alu	P34913	EPHX2	pdb→sifts→uniprot
13583	pdb:5alv	P34913	EPHX2	pdb→sifts→uniprot
13584	pdb:5alw	P34913	EPHX2	pdb→sifts→uniprot
13585	pdb:5alx	P34913	EPHX2	pdb→sifts→uniprot
13586	pdb:5aly	P34913	EPHX2	pdb→sifts→uniprot
13587	pdb:5alz	P34913	EPHX2	pdb→sifts→uniprot
13588	pdb:5am0	P34913	EPHX2	pdb→sifts→uniprot
13589	pdb:5am1	P34913	EPHX2	pdb→sifts→uniprot
13590	pdb:5am2	P34913	EPHX2	pdb→sifts→uniprot
13591	pdb:5am3	P34913	EPHX2	pdb→sifts→uniprot
13592	pdb:5am4	P34913	EPHX2	pdb→sifts→uniprot
13593	pdb:5am5	P34913	EPHX2	pdb→sifts→uniprot
13594	pdb:5am6	P11362	FGFR1	pdb→sifts→uniprot
13595	pdb:5am7	P11362	FGFR1	pdb→sifts→uniprot
13596	pdb:5amd	P00918	CA2	pdb→sifts→uniprot
13597	pdb:5amg	P00918	CA2	pdb→sifts→uniprot
13598	pdb:5aml	P00918	CA2	pdb→sifts→uniprot
13599	pdb:5amn	P07949	RET	pdb→sifts→uniprot
13600	pdb:5dwr	P11309	PIM1	pdb→sifts→uniprot
13601	pdb:5dx3	P03372	ESR1	pdb→sifts→uniprot
13602	pdb:5dx4	O60885	BRD4	pdb→sifts→uniprot
13603	pdb:5dxb	P03372	ESR1	pdb→sifts→uniprot
13604	pdb:5dxe	P03372	ESR1	pdb→sifts→uniprot
13605	pdb:5dxg	P03372	ESR1	pdb→sifts→uniprot
13606	pdb:5dxh	P42336	PIK3CA	pdb→sifts→uniprot
13607	pdb:5dxt	P42336	PIK3CA	pdb→sifts→uniprot
13608	pdb:5dxu	O00329	PIK3CD	pdb→sifts→uniprot
13609	pdb:5dy5	Q8IXJ6	SIRT2	pdb→sifts→uniprot
13610	pdb:5dyo			pdb_not_in_sifts
13611	pdb:5dyt	P06276	BCHE	pdb→sifts→uniprot
13612	pdb:5dyw	P06276	BCHE	pdb→sifts→uniprot
13613	pdb:5dyy	P06276	BCHE	pdb→sifts→uniprot
13614	pdb:5e0a	Q9GK12	PGLYRP1	pdb→sifts→uniprot
13615	pdb:5e0g	Q83883		pdb→sifts→uniprot
13616	pdb:5e0h	Q83883		pdb→sifts→uniprot
13617	pdb:5e0j	Q83883		pdb→sifts→uniprot
13618	pdb:5e0l	Q24117	ctp	pdb→sifts→uniprot
13619	pdb:5e0m	Q24117	ctp	pdb→sifts→uniprot
13620	pdb:5e13	P10153	RNASE2	pdb→sifts→uniprot
13621	pdb:5e1b	Q9BV86	NTMT1	pdb→sifts→uniprot
13622	pdb:5e1d	Q9BV86	NTMT1	pdb→sifts→uniprot
13623	pdb:5e1e	P23458	JAK1	pdb→sifts→uniprot
13624	pdb:5e1m	Q9BV86	NTMT1	pdb→sifts→uniprot
13625	pdb:5e1o	Q9BV86	NTMT1	pdb→sifts→uniprot
13626	pdb:5e1s	P06213	INSR	pdb→sifts→uniprot
13627	pdb:5e28	P00918	CA2	pdb→sifts→uniprot
13628	pdb:5e2k	P00918	CA2	pdb→sifts→uniprot
13629	pdb:5e2l	O53512	aroG	pdb→sifts→uniprot
13630	pdb:5e2m	P00915	CA1	pdb→sifts→uniprot
13631	pdb:5e2n	Q8N1Q1	CA13	pdb→sifts→uniprot
13632	pdb:5e2o	P03951	F11	pdb→sifts→uniprot
13633	pdb:5e2p	P03951	F11	pdb→sifts→uniprot
13634	pdb:5e2q	Q9NY33	DPP3	pdb→sifts→uniprot
13635	pdb:5e2r	P00918	CA2	pdb→sifts→uniprot
13636	pdb:5e2s	P00918	CA2	pdb→sifts→uniprot
13637	pdb:5e2v	P10636	MAPT	pdb→sifts→uniprot
13638	pdb:5e3a	Q9NY33	DPP3	pdb→sifts→uniprot
13639	pdb:5e3d	P55201	BRPF1	pdb→sifts→uniprot
13640	pdb:5e4w	P0AA27	trxA	pdb→sifts→uniprot
13641	pdb:5e5g	O53512	aroG	pdb→sifts→uniprot
13642	pdb:5e6o	Q23536	lgg-2	pdb→sifts→uniprot
13643	pdb:5e73	Q9UIF8	BAZ2B	pdb→sifts→uniprot
13644	pdb:5e74	Q9UIF8	BAZ2B	pdb→sifts→uniprot
13645	pdb:5e7n	P27694	RPA1	pdb→sifts→uniprot
13646	pdb:5e7r	O43318	MAP3K7	pdb→sifts→uniprot
13647	pdb:5e80	O43924	PDE6D	pdb→sifts→uniprot
13648	pdb:5e88	P17931	LGALS3	pdb→sifts→uniprot
13649	pdb:5e89	P17931	LGALS3	pdb→sifts→uniprot
13650	pdb:5e8a	P17931	LGALS3	pdb→sifts→uniprot
13651	pdb:5e8f	O43924	PDE6D	pdb→sifts→uniprot
13652	pdb:5e8r	Q96LA8	PRMT6	pdb→sifts→uniprot
13653	pdb:5e8w	P36897	TGFBR1	pdb→sifts→uniprot
13654	pdb:5e8z	P36897	TGFBR1	pdb→sifts→uniprot
13655	pdb:5e90	P36897	TGFBR1	pdb→sifts→uniprot
13656	pdb:5e91	P37173	TGFBR2	pdb→sifts→uniprot
13657	pdb:5ea3	P03420	F	pdb→sifts→uniprot
13658	pdb:5ea4	P03420	F	pdb→sifts→uniprot
13659	pdb:5ea5	P03420	F	pdb→sifts→uniprot
13660	pdb:5ea6	P03420	F	pdb→sifts→uniprot
13661	pdb:5ea7	P03420	F	pdb→sifts→uniprot
13662	pdb:5eak	Q7KZI7	MARK2	pdb→sifts→uniprot
13663	pdb:5eay	P27694	RPA1	pdb→sifts→uniprot
13664	pdb:5eb2	Q9I4L4	yfiR	pdb→sifts→uniprot
13665	pdb:5eb3	Q9I4L4	yfiR	pdb→sifts→uniprot
13666	pdb:5ece	O95271	TNKS	pdb→sifts→uniprot
13667	pdb:5ech	Q9SKE2	JAR1	pdb→sifts→uniprot
13668	pdb:5eci	Q9SKE2	JAR1	pdb→sifts→uniprot
13669	pdb:5ect	P9WNS5	dut	pdb→sifts→uniprot
13670	pdb:5ecv	P9WK17	glcB	pdb→sifts→uniprot
13671	pdb:5edb	P15090	FABP4	pdb→sifts→uniprot
13672	pdb:5edc	P15090	FABP4	pdb→sifts→uniprot
13673	pdb:5edd	P9WNS5	dut	pdb→sifts→uniprot
13674	pdb:5edi	Q9Y233	PDE10A	pdb→sifts→uniprot
13675	pdb:5edl	O34738	ykoE	pdb→sifts→uniprot
13676	pdb:5edq	P00533	EGFR	pdb→sifts→uniprot
13677	pdb:5edr	P00533	EGFR	pdb→sifts→uniprot
13678	pdb:5eds	P48736	PIK3CG	pdb→sifts→uniprot
13679	pdb:5edu	P0AEX9	malE	pdb→sifts→uniprot
13680	pdb:5ee7	P00720	E	pdb→sifts→uniprot
13681	pdb:5ee8	P0AD64	bla	pdb→sifts→uniprot
13682	pdb:5eec	Q9F663	KPC-2	pdb→sifts→uniprot
13683	pdb:5eef	F8W4B7	hdac6	pdb→sifts→uniprot
13684	pdb:5eei	F8W4B7	hdac6	pdb→sifts→uniprot
13685	pdb:5eek	F8W4B7	hdac6	pdb→sifts→uniprot
13686	pdb:5eel	Q14451	GRB7	pdb→sifts→uniprot
13687	pdb:5een	F8W4B7	hdac6	pdb→sifts→uniprot
13688	pdb:5eeq	Q14451	GRB7	pdb→sifts→uniprot
13689	pdb:5ef7	F8W4B7	hdac6	pdb→sifts→uniprot
13690	pdb:5ef8	F8W4B7	hdac6	pdb→sifts→uniprot
13691	pdb:5efa	Q9QLL6	PB2	pdb→sifts→uniprot
13692	pdb:5efb	F8W4B7	hdac6	pdb→sifts→uniprot
13693	pdb:5efc	Q9QLL6	PB2	pdb→sifts→uniprot
13694	pdb:5efh	F8W4B7	hdac6	pdb→sifts→uniprot
13695	pdb:5efj	F8W4B7	hdac6	pdb→sifts→uniprot
13696	pdb:5eg4	P00760	PRSS1	pdb→sifts→uniprot
13697	pdb:5ega	C3W5S0	PA	pdb→sifts→uniprot
13698	pdb:5egm	P00740	F9	pdb→sifts→uniprot
13699	pdb:5egs	Q96LA8	PRMT6	pdb→sifts→uniprot
13700	pdb:5egu	O60885	BRD4	pdb→sifts→uniprot
13701	pdb:5eh0	P33981	TTK	pdb→sifts→uniprot
13702	pdb:5eh5	P00918	CA2	pdb→sifts→uniprot
13703	pdb:5eh7	P00918	CA2	pdb→sifts→uniprot
13704	pdb:5eh8	P00918	CA2	pdb→sifts→uniprot
13705	pdb:5ehe	P00918	CA2	pdb→sifts→uniprot
13706	pdb:5ehg	P27915		pdb→sifts→uniprot
13707	pdb:5ehi	P27915		pdb→sifts→uniprot
13708	pdb:5ehn	P21836	Ache	pdb→sifts→uniprot
13709	pdb:5ehp	Q06124	PTPN11	pdb→sifts→uniprot
13710	pdb:5ehq	P21836	Ache	pdb→sifts→uniprot
13711	pdb:5ehr	Q06124	PTPN11	pdb→sifts→uniprot
13712	pdb:5ehv	P00918	CA2	pdb→sifts→uniprot
13713	pdb:5ehw	P00918	CA2	pdb→sifts→uniprot
13714	pdb:5ehy	P33981	TTK	pdb→sifts→uniprot
13715	pdb:5ei2	P33981	TTK	pdb→sifts→uniprot
13716	pdb:5ei3	P06730	EIF4E	pdb→sifts→uniprot
13717	pdb:5ei4	O60885	BRD4	pdb→sifts→uniprot
13718	pdb:5ei6	P33981	TTK	pdb→sifts→uniprot
13719	pdb:5ei8	P33981	TTK	pdb→sifts→uniprot
13720	pdb:5eie	P21836	Ache	pdb→sifts→uniprot
13721	pdb:5eif	P27915		pdb→sifts→uniprot
13722	pdb:5eij	P00918	CA2	pdb→sifts→uniprot
13723	pdb:5eis	O60885	BRD4	pdb→sifts→uniprot
13724	pdb:5eiw	P27915		pdb→sifts→uniprot
13725	pdb:5eje	P69441	adk	pdb→sifts→uniprot
13726	pdb:5ejl	G3FT00	mrkH	pdb→sifts→uniprot
13727	pdb:5ejv	P51449	RORC	pdb→sifts→uniprot
13728	pdb:5ejw	Q8VDS3	Cbx7	pdb→sifts→uniprot
13729	pdb:5ek0	A8EVM5		pdb→sifts→uniprot
13730	pdb:5ek9	P25440	BRD2	pdb→sifts→uniprot
13731	pdb:5ekh	P00918	CA2	pdb→sifts→uniprot
13732	pdb:5ekj	P00918	CA2	pdb→sifts→uniprot
13733	pdb:5ekm	P00918	CA2	pdb→sifts→uniprot
13734	pdb:5ekn	O15264	MAPK13	pdb→sifts→uniprot
13735	pdb:5eko	O15264	MAPK13	pdb→sifts→uniprot
13736	pdb:5ekx	P27915		pdb→sifts→uniprot
13737	pdb:5el2			pdb_not_in_sifts
13738	pdb:5el9	O23346	HISN5B	pdb→sifts→uniprot
13739	pdb:5eld	D6R7L2	ctxB	pdb→sifts→uniprot
13740	pdb:5elf	P01556	ctxB	pdb→sifts→uniprot
13741	pdb:5elq	Q8K4V4	Snx27	pdb→sifts→uniprot
13742	pdb:5elv	P19491	Gria2	pdb→sifts→uniprot
13743	pdb:5elw	O23346	HISN5B	pdb→sifts→uniprot
13744	pdb:5ely	Q04609	FOLH1	pdb→sifts→uniprot
13745	pdb:5elz	Q2FWC7	coaW	pdb→sifts→uniprot
13746	pdb:5em5	P00533	EGFR	pdb→sifts→uniprot
13747	pdb:5em6	P00533	EGFR	pdb→sifts→uniprot
13748	pdb:5em7	P00533	EGFR	pdb→sifts→uniprot
13749	pdb:5em8	P00533	EGFR	pdb→sifts→uniprot
13750	pdb:5em9	Q8K4V4	Snx27	pdb→sifts→uniprot
13751	pdb:5ema	Q8K4V4	Snx27	pdb→sifts→uniprot
13752	pdb:5emb	Q8K4V4	Snx27	pdb→sifts→uniprot
13753	pdb:5emj	O14744	PRMT5	pdb→sifts→uniprot
13754	pdb:5emk	O14744	PRMT5	pdb→sifts→uniprot
13755	pdb:5eml	O14744	PRMT5	pdb→sifts→uniprot
13756	pdb:5emm	O14744	PRMT5	pdb→sifts→uniprot
13757	pdb:5en3	P02766	TTR	pdb→sifts→uniprot
13758	pdb:5enb	Q8WWQ0	PHIP	pdb→sifts→uniprot
13759	pdb:5ene	Q8WWQ0	PHIP	pdb→sifts→uniprot
13760	pdb:5enf	Q8WWQ0	PHIP	pdb→sifts→uniprot
13761	pdb:5eng	Q92793	CREBBP	pdb→sifts→uniprot
13762	pdb:5enh	Q8WWQ0	PHIP	pdb→sifts→uniprot
13763	pdb:5enk	P56817	BACE1	pdb→sifts→uniprot
13764	pdb:5enm	P56817	BACE1	pdb→sifts→uniprot
13765	pdb:5eob	P08581	MET	pdb→sifts→uniprot
13766	pdb:5eoc	P27958		pdb→sifts→uniprot
13767	pdb:5eok	P03951	F11	pdb→sifts→uniprot
13768	pdb:5eol	P11309	PIM1	pdb→sifts→uniprot
13769	pdb:5eom	Q13394	MAB21L1	pdb→sifts→uniprot
13770	pdb:5eou	G3XD28	pilM	pdb→sifts→uniprot
13771	pdb:5ep7	Q92793	CREBBP	pdb→sifts→uniprot
13772	pdb:5epk	Q14781	CBX2	pdb→sifts→uniprot
13773	pdb:5epl	O00257	CBX4	pdb→sifts→uniprot
13774	pdb:5epn	C1KIK8		pdb→sifts→uniprot
13775	pdb:5epp	P55072	VCP	pdb→sifts→uniprot
13776	pdb:5epr	P55201	BRPF1	pdb→sifts→uniprot
13777	pdb:5eps	P55201	BRPF1	pdb→sifts→uniprot
13778	pdb:5epy	C1KIK8		pdb→sifts→uniprot
13779	pdb:5eq0	Q9HC52	CBX8	pdb→sifts→uniprot
13780	pdb:5eq1	P55201	BRPF1	pdb→sifts→uniprot
13781	pdb:5eqe	P35790	CHKA	pdb→sifts→uniprot
13782	pdb:5eqp	P35790	CHKA	pdb→sifts→uniprot
13783	pdb:5eqq	C1KIK8		pdb→sifts→uniprot
13784	pdb:5eqy	P35790	CHKA	pdb→sifts→uniprot
13785	pdb:5er1	P11838	EAPA	pdb→sifts→uniprot
13786	pdb:5er2	P11838	EAPA	pdb→sifts→uniprot
13787	pdb:5er4	P02638	S100B	pdb→sifts→uniprot
13788	pdb:5er5	P02638	S100B	pdb→sifts→uniprot
13789	pdb:5erg	P41814	GCD10	pdb→sifts→uniprot
13790	pdb:5es1	Q96L34	MARK4	pdb→sifts→uniprot
13791	pdb:5esq			pdb_not_in_sifts
13792	pdb:5est	P00772	CELA1	pdb→sifts→uniprot
13793	pdb:5eta	Q16539	MAPK14	pdb→sifts→uniprot
13794	pdb:5etb	P55201	BRPF1	pdb→sifts→uniprot
13795	pdb:5etf	Q16539	MAPK14	pdb→sifts→uniprot
13796	pdb:5eth	P51449	RORC	pdb→sifts→uniprot
13797	pdb:5etj	P00491	PNP	pdb→sifts→uniprot
13798	pdb:5etk	P26281	folK	pdb→sifts→uniprot
13799	pdb:5etl	P26281	folK	pdb→sifts→uniprot
13800	pdb:5fsx	C9ZP98		pdb→sifts→uniprot
